Book_Type,Class,Book_Status,Book_Category,Name_of_Book,Author_Name,Publication,Location,Volume_Name,Edition,Publication_Year,No_of_Pages,Quantity,ISBN_No,Invoice_No,Price,Purchase_Date,
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,TIME RIDERS- THE MAYAN PROPHECY,NA,NA,SHELF 7,NA,NA,2013,388,1,9780141337197.00,NA,350,0,23-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,TIME RIDERS- THE ETERNAL WAR,NA,NA,SHELF 7,NA,NA,2013,437,1,9780141336336.00,NA,350,0,24-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,TIME RIDERS- THE PIRATE KINGS,NA,NA,SHELF 7,NA,NA,2013,399,1,9780141337180.00,NA,350,0,25-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,TIME RIDERS- CITY OF SHADOWS,NA,NA,SHELF 7,NA,NA,2013,417,1,9780141337074.00,NA,350,0,26-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,TIME RIDERS- GATES OF ROME,NA,NA,SHELF 7,NA,NA,2013,436,1,9780141336497.00,NA,350,0,27-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SHADOW KISS,NA,NA,SHELF 7,NA,NA,2008,443,1,9780141328553.00,NA,399,0,28-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SPRIT BOUMD,NA,NA,SHELF 7,NA,NA,2010,479,1,9780141331874.00,NA,399,0,29-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,LAST SACRIFICE,NA,NA,SHELF 7,NA,NA,2009,585,1,9780141331881.00,NA,399,0,30-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,BLOOD PROMISE,NA,NA,SHELF 7,NA,NA,2010,493,1,9780141331867.00,NA,399,0,01-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,GAMES OF THRONE,NA,NA,SHELF 7,NA,NA,2011,801,1,0.00,NA,484,0,02-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,A CLASH OF KINGS,NA,NA,SHELF 7,NA,NA,2011,913,1,0.00,NA,484,0,03-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,A STORM OF SWORDS 1. STEEL AND SNOW,NA,NA,SHELF 7,NA,NA,2011,661,1,0.00,NA,484,0,04-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,A STORM OF SWORDS 2. BLOOD AND GOLD,NA,NA,SHELF 7,NA,NA,2011,607,1,0.00,NA,484,0,05-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,A FEAST FOR CROWS,NA,NA,SHELF 7,NA,NA,2011,936,1,0.00,NA,484,0,06-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,A DANCE WITH DRAGONS,NA,NA,SHELF 7,NA,NA,2011,1181,1,0.00,NA,484,0,07-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE JEEVES OMNIBUS,NA,NA,SHELF 7,NA,NA,1989,581,1,9780091739874.00,NA,999,0,08-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE GOLF OMNIBUS,NA,NA,SHELF 7,NA,NA,1973,467,1,9780091745752.00,NA,999,0,09-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE JEEVES OMNIBUS,NA,NA,SHELF 7,NA,NA,1992,459,1,9780091753405.00,NA,999,0,10-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE JEEVES OMNIBUS,NA,NA,SHELF 7,NA,NA,1993,368,1,9780091773540.00,NA,999,0,11-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,WEEK-E-ND WOODHOUSW,NA,NA,SHELF 7,NA,NA,2010,431,1,9780099540632.00,NA,699,0,12-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,WHAT HO !,NA,NA,SHELF 7,NA,NA,2011,558,1,9780099551287.00,NA,399,0,13-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE WORLD OF BLANDINGS,NA,NA,SHELF 7,NA,NA,2008,641,1,9780099514244.00,NA,699,0,14-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SOMETHINGS FRESH,NA,NA,SHELF 7,NA,NA,2008,260,1,9780099513780.00,NA,299,0,15-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,MONEY FOR NOTHING,NA,NA,SHELF 7,NA,NA,2008,307,1,9780099514183.00,NA,299,0,16-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE CLICKING OF CUTHBERT,NA,NA,SHELF 7,NA,NA,2008,224,1,9780099513865.00,NA,299,0,17-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,BLANDINGS CASTLE,NA,NA,SHELF 7,NA,NA,2008,301,1,9780099513834.00,NA,299,0,18-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"STIFF UPPER LIP,JEEVES",NA,NA,SHELF 7,NA,NA,2008,211,1,9780099513957.00,NA,299,0,19-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,LEAVE IT TO PSMITH,NA,NA,SHELF 7,NA,NA,2008,328,1,9780099513797.00,NA,299,0,20-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE MATING SEASON,NA,NA,SHELF 7,NA,NA,2008,272,1,9780099513773.00,NA,299,0,21-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,A PELICAN AT BLANDINGS,NA,NA,SHELF 7,NA,NA,2008,249,1,9780099514022.00,NA,299,0,22-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"VERY GOOD ,JEEVES",NA,NA,SHELF 7,NA,NA,2008,297,1,9780099513728.00,NA,299,0,23-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SERVICE WITH A SMILE,NA,NA,SHELF 7,NA,NA,2008,224,1,9780099513995.00,NA,299,0,24-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,UKRIDGE,NA,NA,SHELF 7,NA,NA,2008,270,1,9780099513896.00,NA,299,0,25-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,HOT WATER,NA,NA,SHELF 7,NA,NA,2008,294,1,9780099514152.00,NA,299,0,26-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,MR. MULLINER SPEAKING,NA,NA,SHELF 7,NA,NA,2008,231,1,9780099514060.00,NA,299,0,27-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,A DAMSEL IN DISTRESS,NA,NA,SHELF 7,NA,NA,2008,284,1,9780099514138.00,NA,299,0,28-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE CODE OF THE WOOSTERS,NA,NA,SHELF 7,NA,NA,2008,286,1,9780099513759.00,NA,299,0,29-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE HEART OF A GOOF,NA,NA,SHELF 7,NA,NA,2008,248,1,9780099513872.00,NA,299,0,30-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,JEEVES IN THE OFFING,NA,NA,SHELF 7,NA,NA,2008,200,1,9780099513940.00,NA,299,0,31-12-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,RING FOR JEEVES,NA,NA,SHELF 7,NA,NA,2008,240,2,9780099513926.00,NA,299,0,01-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,JEEVES AND THE FEUDAL SPIRIT,NA,NA,SHELF 7,NA,NA,2008,231,1,9780099513933.00,NA,299,0,02-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,PIGS HAVE WINGS,NA,NA,SHELF 7,NA,NA,2008,253,1,9780099513988.00,NA,299,0,03-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SUMMER MOONSUN SHINE,NA,NA,SHELF 7,NA,NA,2008,318,1,9780099514169.00,NA,299,0,04-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE INIMITABLE JEEVES,NA,NA,SHELF 7,NA,NA,2008,253,1,9780099513681.00,NA,299,0,05-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,WOODHOUSE AT HE WICKET,NA,NA,SHELF 7,NA,NA,2008,210,1,9780099551362.00,NA,299,0,06-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,JOY IN THE MORNING,NA,NA,SHELF 7,NA,NA,2008,296,1,9780099513766.00,NA,299,0,07-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,RING FOR JEEVES,NA,NA,SHELF 7,NA,NA,2008,240,2,9780099513926.00,NA,299,0,08-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE GIRL IN BLUE,NA,NA,SHELF 7,NA,NA,2008,213,1,9780099514190.00,NA,299,0,09-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,COCKTAIL TIME,NA,NA,SHELF 7,NA,NA,2008,244,1,9780099514077.00,NA,299,0,10-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE SMALL BACHELOR,NA,NA,SHELF 7,NA,NA,2008,304,1,9780099514145.00,NA,299,0,11-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,PICCADILLY JIM,NA,NA,SHELF 7,NA,NA,2008,300,1,9780099513889.00,NA,299,0,12-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE LUCK OF THE BODKINS,NA,NA,SHELF 7,NA,NA,2008,358,1,9780099514091.00,NA,299,0,13-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE ADVENTURE OF SALLY,NA,NA,SHELF 7,NA,NA,2008,295,1,9780099514176.00,NA,299,0,14-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,BIG MONEY,NA,NA,SHELF 7,NA,NA,2008,295,1,9780099514220.00,NA,299,0,15-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"RIGHT HO, JEEVES",NA,NA,SHELF 7,NA,NA,2008,290,1,9780099513742.00,NA,299,0,16-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,UNCLE DYNAMITE,NA,NA,SHELF 7,NA,NA,2008,310,1,9780099514084.00,NA,299,0,17-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,MULLINER NIGHTS,NA,NA,SHELF 7,NA,NA,2008,235,1,9780099514053.00,NA,299,0,18-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,UNCLE FREDIN THE SPRING TIME,NA,NA,SHELF 7,NA,NA,2008,275,1,9780099513841.00,NA,299,0,19-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,AUNTS AREN'T GENTLEMEN,NA,NA,SHELF 7,NA,NA,2008,184,1,9780099513971.00,NA,299,0,20-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,MEET MR MULLINER,NA,NA,SHELF 7,NA,NA,2008,203,1,9780099514046.00,NA,299,0,21-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"THE BEST OFWOODHOUSE , AN ANTHOLOGY",NA,NA,SHELF 7,NA,NA,2008,790,1,9781841593067.00,NA,299,0,22-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE SNOW LEOPARD ADVENTURE,NA,NA,SHELF 8,NA,NA,2000,170,2,9788190982931.00,NA,195,0,23-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SAHYADRI ADVENTURE (KOLESHWAR'S SECRET),NA,NA,SHELF 8,NA,NA,2010,251,1,9788190982979.00,NA,195,0,24-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SAHYADRI ADVENTURE (ANIRUDH'S DREAM),NA,NA,SHELF 8,NA,NA,2010,273,1,9788190982962.00,NA,195,0,25-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,ANDAMAN ADVENTURE (BARREN ISLAND),NA,NA,SHELF 8,NA,NA,2010,246,2,9789382618966.00,NA,225,0,26-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,ANDAMAN ADVENTURE (THE JARAWA),NA,NA,SHELF 8,NA,NA,2010,151,1,9789382618973.00,NA,225,0,27-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE JUNGLE BOOK,NA,NA,SHELF 13,NA,NA,2013,56,3,9789381688984.00,NA,150,0,28-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE JUNGLE BOOK,NA,NA,SHELF 13,NA,NA,2013,56,3,9789381688984.00,NA,150,0,29-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE ADVENTURE OF TOM SAWYER,NA,NA,SHELF 13,NA,NA,2013,56,2,9789382604020.00,NA,150,0,30-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE ADVENTURE OF ROBIN HOOD,NA,NA,SHELF 13,NA,NA,2013,56,2,9789382604013.00,NA,150,0,31-01-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE ADVENTURE OF ROBIN HOOD,NA,NA,SHELF 13,NA,NA,2013,56,2,9789382604013.00,NA,150,0,01-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,GULLIVER'S TRAVELS,NA,NA,SHELF 13,NA,NA,2013,56,2,9789381688991.00,NA,150,0,02-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,GULLIVER'S TRAVELS,NA,NA,SHELF 13,NA,NA,2013,56,2,9789381688991.00,NA,150,0,03-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE WIZARD OF O-Z,NA,NA,SHELF 13,NA,NA,2013,56,2,9789382604037.00,NA,150,0,04-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE WIZARD OF O-Z,NA,NA,SHELF 13,NA,NA,2013,56,2,9789382604037.00,NA,150,0,05-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE ADVENTURE OF HUCKLEBERRY FINN,NA,NA,SHELF 13,NA,NA,2013,56,2,9789382604006.00,NA,150,0,06-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE ADVENTURE OF HUCKLEBERRY FINN,NA,NA,SHELF 13,NA,NA,2013,56,2,9789382604006.00,NA,150,0,07-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE RIDDLE OF HOLIDAY HOUSE,NA,NA,SHELF 8,NA,NA,1955,175,1,9780753725542.00,NA,199,0,08-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE RIDDLE OF THE RAJAH'S RUBY,NA,NA,SHELF 8,NA,NA,1997,176,1,9780753725559.00,NA,199,0,09-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE RIDDLE OF THE HOLLOW TREE,NA,NA,SHELF 8,NA,NA,1945,224,1,9780753725610.00,NA,199,0,10-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE RIDDLE OF THE BOY NEXT DOOR,NA,NA,SHELF 8,NA,NA,1944,256,1,9780753725634.00,NA,199,0,11-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,HOUSE AT THE CORNER,NA,NA,SHELF 8,NA,NA,1947,271,1,9780753725573.00,NA,199,0,12-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE CHILDREN AT GREEN MEADOWS,NA,NA,SHELF 8,NA,NA,1949,238,1,9780753725481.00,NA,199,0,13-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE PUT-EM-RIGHTS,NA,NA,SHELF 8,NA,NA,1947,252,1,9780753725641.00,NA,199,0,14-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE FAMILY AT RED ROOTS,NA,NA,SHELF 8,NA,NA,1945,255,1,9780753725580.00,NA,199,0,15-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THOSE DREADFUL CHILDREN,NA,NA,SHELF 8,NA,NA,1949,223,1,9780753725597.00,NA,199,0,16-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE SIX BAD BOYS,NA,NA,SHELF 8,NA,NA,1951,222,1,9780753725603.00,NA,199,0,17-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE ASTONISHING LADDER ,NA,NA,SHELF 8,NA,NA,2014,190,1,9780753726440.00,NA,199,0,18-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,MR.MEDDLE'S BICYCLE,NA,NA,SHELF 8,NA,NA,2014,191,1,9780753726457.00,NA,199,0,19-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE FAIRY KITTEN,NA,NA,SHELF 8,NA,NA,2014,191,1,9780753726426.00,NA,199,0,20-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE SIX RED WIZARDS,NA,NA,SHELF 8,NA,NA,2014,190,1,0.00,NA,199,0,21-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,PERSONAL'S MAGIC POLISH,NA,NA,SHELF 8,NA,NA,2014,190,1,9780753726501.00,NA,199,0,22-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE ENCHANTED SHOES,NA,NA,SHELF 8,NA,NA,2014,190,1,9780753726518.00,NA,199,0,23-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE WONDERFUL TORCH,NA,NA,SHELF 8,NA,NA,2014,189,1,9780753726532.00,NA,199,0,24-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE SMICKLE SMOCKLE,NA,NA,SHELF 8,NA,NA,2014,190,1,9780753726488.00,NA,199,0,25-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE FLAPPERTY BIRD,NA,NA,SHELF 8,NA,NA,2014,188,1,9780753726525.00,NA,199,0,26-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,BIMBO & TOPSY,NA,NA,SHELF 8,NA,NA,2014,157,1,9780753725795.00,NA,125,0,27-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,HELLO MR. TWIDDLE,NA,NA,SHELF 8,NA,NA,2014,118,1,9780753725917.00,NA,125,0,28-02-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,MISTER MEDDLE'S MUDDLES,NA,NA,SHELF 8,NA,NA,2014,111,1,9780753725856.00,NA,125,0,01-03-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,MR. PINK-WHISTLE'S PARTY,NA,NA,SHELF 8,NA,NA,2014,111,1,9780753725894.00,NA,125,0,02-03-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,MERRY MISTER MEDDLE,NA,NA,SHELF 8,NA,NA,2014,111,1,9780753725832.00,NA,125,0,03-03-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,MR. TWIDDLE IN TROUBLE AGAIN,NA,NA,SHELF 8,NA,NA,2014,95,1,9780753725924.00,NA,125,0,04-03-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE ADVENTURE OF BINKKLED FLIP,NA,NA,SHELF 8,NA,NA,2014,137,1,9780753725801.00,NA,125,0,05-03-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"WELL, REALLY,MR TWIDDLE",NA,NA,SHELF 8,NA,NA,2014,111,1,9780753725948.00,NA,125,0,06-03-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SNOW BALL THE PONY,NA,NA,SHELF 8,NA,NA,2014,75,1,9780753725788.00,NA,125,0,07-03-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,YOU'RE A NUISENCE MR. TWIDDLE,NA,NA,SHELF 8,NA,NA,2014,94,1,9780753725771.00,NA,125,0,08-03-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE ADVENTURE OF MR. PINK WHISTLE,NA,NA,SHELF 8,NA,NA,2014,121,1,9780753725870.00,NA,125,0,09-03-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,DON'T BE SILLY MR. TWIDDLE,NA,NA,SHELF 8,NA,NA,2014,111,1,0.00,NA,125,0,10-03-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,RUN ABOUTS HOLIDAY,NA,NA,SHELF 8,NA,NA,2014,109,1,9780753725818.00,NA,125,0,11-03-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,LADAKH ADVENTURE,NA,NA,SHELF 8,NA,NA,2010,133,2,9789382618980.00,NA,255,0,12-03-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE AMSTERDAM CONNECTION,NA,NA,SHELF 13,NA,NA,2001,80,1,9780521703345.00,NA,0,0,13-03-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE MERCHANT OF VENICE,NA,NA,SHELF 6,NA,NA,2012,34,2,9788180111082.00,NA,105,0,14-03-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE MERCHANT OF VENICE,NA,NA,SHELF 6,NA,NA,2012,34,2,9788180111082.00,NA,105,0,15-03-1966
REFERENCE,,NEW,REFERENCE,TECHNOLOGY,NA,NA,SHELF 5,NA,NA,2012,128,1,9780753433430.00,NA,299,0,16-03-1966
REFERENCE,,NEW,REFERENCE,I WANT TO LEARN FRENCH,NA,NA,SHELF 5,NA,NA,2006,160,1,9788175820586.00,NA,75,0,17-03-1966
REFERENCE,,NEW,REFERENCE,I WANT TO LEARN GERMAN,NA,NA,SHELF 5,NA,NA,2006,160,1,9788175820593.00,NA,75,0,18-03-1966
ENGLISH REFERENCE,,NEW,ENGLISH REFERENCE,THE GIFT OF ENGLISH,NA,NA,SHELF 6,NA,NA,2009,374,1,0.00,NA,795,0,19-03-1966
REFERENCE,,NEW,REFERENCE,THE HIGH PERFORMANCE ENTREPRENEUR,NA,NA,SHELF 5,NA,NA,2006,244,1,9780143064268.00,NA,350,0,20-03-1966
ENGLISH REFERENCE,,NEW,ENGLISH REFERENCE,READ WRITE RIGHT,NA,NA,SHELF 6,NA,NA,2011,165,1,9788129119056.00,NA,140,0,21-03-1966
ENGLISH REFERENCE,,NEW,ENGLISH REFERENCE,LATEST ESSAYS & LETTER,NA,NA,SHELF 6,NA,NA,2011,248,2,9789382604976.00,NA,120,0,22-03-1966
ENGLISH REFERENCE,,NEW,ENGLISH REFERENCE,CURRENT ESSAYS AND LETTERS,NA,NA,SHELF 6,NA,NA,2011,248,2,9789382604983.00,NA,120,0,23-03-1966
ENGLISH REFERENCE,,NEW,ENGLISH REFERENCE,FAVOURITE ESSAYS & LETTERS,NA,NA,SHELF 6,NA,NA,2011,248,1,9789381688311.00,NA,120,0,24-03-1966
ENGLISH REFERENCE,,NEW,ENGLISH REFERENCE,COMPOSITION FOR SECONDARY SCHOOL ,NA,NA,SHELF 6,NA,NA,2011,172,1,9788175350397.00,NA,80,0,25-03-1966
BIOGRAPHY,,NEW,BIOGRAPHY,INDIAN PRIME MINISTERS,NA,NA,SHELF 5,NA,NA,2012,256,1,9788190632409.00,NA,135,0,26-03-1966
BIOGRAPHY,,NEW,BIOGRAPHY,FIRST PERSONS IN WORLD,NA,NA,SHELF 5,NA,NA,2013,238,1,9789382677161.00,NA,135,0,27-03-1966
BIOGRAPHY,,NEW,BIOGRAPHY,FIRST PERSON'S IN INDIA,NA,NA,SHELF 5,NA,NA,2013,240,1,9789381753125.00,NA,135,0,28-03-1966
BIOGRAPHY,,NEW,BIOGRAPHY,GLOBE FAMOUS PERSONALITIES,NA,NA,SHELF 5,NA,NA,2013,256,1,9789380078472.00,NA,135,0,29-03-1966
BIOGRAPHY,,NEW,BIOGRAPHY,GREAT AUTHORS & POETS,NA,NA,SHELF 5,NA,NA,2013,256,1,9788190632430.00,NA,135,0,30-03-1966
BIOGRAPHY,,NEW,BIOGRAPHY,GREAT SCIENTIST,NA,NA,SHELF 5,NA,NA,2013,255,1,9788190632423.00,NA,135,0,31-03-1966
BIOGRAPHY,,NEW,BIOGRAPHY,INDIAN SCIENTIST,NA,NA,SHELF 5,NA,NA,2013,224,1,9789382677499.00,NA,135,0,01-04-1966
BIOGRAPHY,,NEW,BIOGRAPHY,GREAT WOMEN'SINSPIRATIONAL SPEECHES,NA,NA,SHELF 5,NA,NA,2013,240,1,9788190627849.00,NA,135,0,02-04-1966
BIOGRAPHY,,NEW,BIOGRAPHY,WORLD'S INSPIRITIONAL SPEECHES BY GREAT PEOPLE,NA,NA,SHELF 5,NA,NA,2013,240,1,9789381753774.00,NA,135,0,03-04-1966
BIOGRAPHY,,NEW,BIOGRAPHY,FAMOUS PEOPLE FAMOUS SPEECHES,NA,NA,SHELF 5,NA,NA,2013,256,1,9788190627856.00,NA,135,0,04-04-1966
BIOGRAPHY,,NEW,BIOGRAPHY,WORLD FAMOUS LEADER,NA,NA,SHELF 5,NA,NA,2013,240,1,9789381753118.00,NA,135,0,05-04-1966
BIOGRAPHY,,NEW,BIOGRAPHY,INDIAN LEADERS,NA,NA,SHELF 5,NA,NA,2013,256,1,9788190632416.00,NA,135,0,06-04-1966
BIOGRAPHY,,NEW,BIOGRAPHY,SPEECHES,NA,NA,SHELF 5,NA,NA,2013,224,1,9788190627863.00,NA,135,0,07-04-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,A COLLECTION OF POEMS ,NA,NA,SHELF 6,NA,NA,2012,302,1,0.00,NA,220,0,08-04-1966
RELIGIOUS,,NEW,RELIGIOUS,INDIAN MYTHOLOGY,NA,NA,SHELF 5,NA,NA,2012,124,2,9788176760744.00,NA,295,0,09-04-1966
REFERENCE,,NEW,REFERENCE,THINGS TRAVEL,NA,NA,SHELF 5,NA,NA,2012,47,1,9788179935453.00,NA,185,0,10-04-1966
RELIGIOUS,,NEW,RELIGIOUS,BHAGAVAD GITA,NA,NA,SHELF 5,NA,NA,2012,96,1,0.00,NA,0,0,11-04-1966
REFERENCE,,NEW,REFERENCE,ATLAS OF INDIA,NA,NA,SHELF 5,NA,NA,2012,151,1,9789351200413.00,NA,225,0,12-04-1966
RELIGIOUS,,NEW,RELIGIOUS,SIKH GURUS,NA,NA,SHELF 5,NA,NA,2012,140,2,9788176760683.00,NA,495,0,13-04-1966
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THREE MAN IN A BOAT,NA,NA,SHELF 8,NA,NA,2012,159,1,9788180111372.00,NA,130,0,14-04-1966
REFERENCE,,NEW,REFERENCE,MILITARY AIRCRAFT,NA,NA,SHELF 9,NA,NA,2011,384,1,9781407567525.00,NA,895,0,15-04-1966
REFERENCE,,NEW,REFERENCE,GOOD HABITS,NA,NA,SHELF 13,NA,NA,2014,96,1,9788181536006.00,NA,130,0,16-04-1966
RELIGIOUS,,NEW,RELIGIOUS,BIBLE,NA,NA,SHELF 5,NA,NA,2011,188,1,9788190364553.00,NA,350,0,17-04-1966
REFERENCE,,NEW,REFERENCE,KNOWLEDGE BANK,NA,NA,SHELF 5,NA,NA,2011,104,1,9788181534996.00,NA,180,0,18-04-1966
REFERENCE,,NEW,REFERENCE,KNOWLEDGE BANK,NA,NA,SHELF 5,NA,NA,2011,104,1,9788181534989.00,NA,180,0,19-04-1966
